X=0.000 Y=202.846 Z=142.518,X=0.000 Y=0.969 Z=-0.244,X=-0.878 Y=0.056
X=-3.678 Y=202.547 Z=142.675,X=-0.425 Y=0.740 Z=-0.528,X=-0.889 Y=0.053
X=-3.722 Y=197.911 Z=144.060,X=-0.402 Y=-0.906 Z=-0.118,X=-0.904 Y=0.050
X=-0.000 Y=203.869 Z=146.579,X=0.000 Y=0.976 Z=-0.220,X=-0.874 Y=0.043
X=-5.811 Y=197.997 Z=144.406,X=-0.638 Y=-0.693 Z=-0.346,X=-0.903 Y=0.044
X=-3.722 Y=197.911 Z=144.060,X=-0.402 Y=-0.906 Z=-0.118,X=-0.903 Y=0.049
X=-3.675 Y=203.591 Z=146.500,X=-0.378 Y=0.913 Z=0.165,X=-0.884 Y=0.041
X=-5.742 Y=202.630 Z=143.017,X=-0.622 Y=0.425 Z=-0.654,X=-0.892 Y=0.048
X=-5.770 Y=203.292 Z=146.221,X=-0.638 Y=0.677 Z=0.362,X=-0.889 Y=0.041
X=-5.838 Y=198.904 Z=147.575,X=-0.646 Y=-0.394 Z=0.661,X=-0.898 Y=0.034
X=-3.722 Y=198.774 Z=147.991,X=-0.409 Y=-0.701 Z=0.583,X=-0.896 Y=0.030
X=-2.663 Y=204.316 Z=149.615,X=-0.496 Y=0.732 Z=0.472,X=-0.879 Y=0.034
X=-0.000 Y=204.349 Z=149.699,X=0.000 Y=0.850 Z=0.520,X=-0.873 Y=0.032
X=-2.698 Y=199.590 Z=151.119,X=-0.496 Y=-0.378 Z=0.780,X=-0.887 Y=0.023
X=-0.000 Y=199.600 Z=151.211,X=0.000 Y=-0.457 Z=0.890,X=-0.880 Y=0.019
X=-2.739 Y=193.149 Z=153.932,X=-0.496 Y=-0.307 Z=0.811,X=-0.927 Y=0.033
X=-0.000 Y=193.167 Z=154.024,X=0.000 Y=-0.378 Z=0.929,X=-0.934 Y=0.032
X=-0.000 Y=191.869 Z=151.108,X=0.000 Y=-0.937 Z=0.346,X=-0.934 Y=0.042
X=-3.781 Y=192.055 Z=150.857,X=-0.409 Y=-0.646 Z=0.638,X=-0.923 Y=0.041
X=0.000 Y=190.512 Z=147.037,X=0.000 Y=-0.953 Z=0.315,X=-0.931 Y=0.054
X=-3.783 Y=190.845 Z=146.975,X=-0.402 Y=-0.913 Z=-0.039,X=-0.920 Y=0.053
X=-5.931 Y=192.151 Z=150.426,X=-0.638 Y=-0.331 Z=0.693,X=-0.917 Y=0.040
X=-5.906 Y=190.962 Z=147.316,X=-0.630 Y=-0.717 Z=-0.283,X=-0.915 Y=0.049
X=-3.570 Y=190.201 Z=145.125,X=-0.402 Y=-0.756 Z=0.520,X=-0.920 Y=0.059
X=-0.000 Y=189.801 Z=144.969,X=0.000 Y=-0.945 Z=0.323,X=-0.931 Y=0.060
X=-0.000 Y=181.799 Z=120.963,X=0.000 Y=-0.953 Z=0.307,X=-0.933 Y=0.130
X=-0.000 Y=180.500 Z=116.397,X=0.000 Y=-0.882 Z=-0.465,X=-0.932 Y=0.144
X=-2.097 Y=180.554 Z=116.506,X=-0.528 Y=-0.748 Z=-0.402,X=-0.927 Y=0.142
X=-3.186 Y=181.958 Z=120.639,X=-0.543 Y=-0.835 Z=-0.079,X=-0.921 Y=0.132
X=-6.038 Y=182.632 Z=122.660,X=-0.717 Y=-0.685 Z=-0.126,X=-0.917 Y=0.125
X=-5.787 Y=190.258 Z=144.822,X=-0.606 Y=-0.339 Z=0.717,X=-0.913 Y=0.060
X=-3.160 Y=186.691 Z=118.980,X=-0.543 Y=0.622 Z=-0.559,X=-0.896 Y=0.132
X=-2.097 Y=180.554 Z=116.506,X=-0.528 Y=-0.748 Z=-0.402,X=-0.907 Y=0.148
X=-5.734 Y=194.585 Z=143.103,X=-0.606 Y=0.724 Z=0.323,X=-0.896 Y=0.062
X=-3.570 Y=190.201 Z=145.125,X=-0.402 Y=-0.756 Z=0.520,X=-0.905 Y=0.055
X=-5.987 Y=187.359 Z=120.988,X=-0.709 Y=0.472 Z=-0.520,X=-0.901 Y=0.125
X=-3.534 Y=194.808 Z=143.292,X=-0.378 Y=0.929 Z=-0.047,X=-0.890 Y=0.060
X=-3.746 Y=195.415 Z=145.137,X=-0.425 Y=0.685 Z=-0.583,X=-0.889 Y=0.053
X=-3.783 Y=190.845 Z=146.975,X=-0.402 Y=-0.913 Z=-0.039,X=-0.904 Y=0.050
X=0.000 Y=185.326 Z=114.737,X=0.000 Y=0.417 Z=-0.906,X=-0.891 Y=0.147
X=-0.000 Y=180.500 Z=116.397,X=0.000 Y=-0.882 Z=-0.465,X=-0.904 Y=0.154
X=-2.080 Y=185.348 Z=114.856,X=-0.528 Y=0.354 Z=-0.772,X=-0.894 Y=0.144
X=0.000 Y=187.007 Z=119.136,X=0.000 Y=0.945 Z=-0.331,X=-0.886 Y=0.133
X=-0.000 Y=195.019 Z=142.896,X=0.000 Y=0.945 Z=-0.315,X=-0.879 Y=0.062
X=0.000 Y=195.704 Z=144.950,X=0.000 Y=0.945 Z=-0.331,X=-0.878 Y=0.056
X=-0.000 Y=197.089 Z=148.958,X=0.000 Y=0.953 Z=-0.299,X=-0.874 Y=0.043
X=-5.906 Y=190.962 Z=147.316,X=-0.630 Y=-0.717 Z=-0.283,X=-0.903 Y=0.044
X=-3.783 Y=190.845 Z=146.975,X=-0.402 Y=-0.913 Z=-0.039,X=-0.903 Y=0.049
X=-3.741 Y=196.801 Z=148.904,X=-0.370 Y=0.921 Z=0.087,X=-0.884 Y=0.041
X=-5.846 Y=195.529 Z=145.475,X=-0.622 Y=0.370 Z=-0.693,X=-0.892 Y=0.048
X=-5.873 Y=196.474 Z=148.650,X=-0.638 Y=0.709 Z=0.299,X=-0.889 Y=0.041
X=-5.931 Y=192.151 Z=150.426,X=-0.638 Y=-0.331 Z=0.693,X=-0.898 Y=0.034
X=-3.781 Y=192.055 Z=150.857,X=-0.409 Y=-0.646 Z=0.638,X=-0.896 Y=0.030
X=-2.710 Y=197.803 Z=151.980,X=-0.496 Y=0.772 Z=0.409,X=-0.879 Y=0.034
X=0.000 Y=197.843 Z=152.062,X=0.000 Y=0.898 Z=0.441,X=-0.873 Y=0.032
X=-2.739 Y=193.149 Z=153.932,X=-0.496 Y=-0.307 Z=0.811,X=-0.887 Y=0.023
X=-0.000 Y=193.167 Z=154.024,X=0.000 Y=-0.378 Z=0.929,X=-0.880 Y=0.019
X=-2.655 Y=205.317 Z=148.422,X=-0.496 Y=-0.441 Z=0.748,X=-0.927 Y=0.033
X=0.000 Y=205.319 Z=148.514,X=0.000 Y=-0.535 Z=0.850,X=-0.934 Y=0.032
X=-0.000 Y=204.559 Z=145.475,X=0.000 Y=-0.984 Z=0.181,X=-0.934 Y=0.042
X=-3.662 Y=204.778 Z=145.267,X=-0.409 Y=-0.748 Z=0.520,X=-0.923 Y=0.041
X=0.000 Y=203.931 Z=141.322,X=0.000 Y=-0.992 Z=0.150,X=-0.931 Y=0.054
X=-3.660 Y=204.260 Z=141.323,X=-0.402 Y=-0.890 Z=-0.197,X=-0.920 Y=0.053
X=-5.743 Y=204.940 Z=144.870,X=-0.646 Y=-0.449 Z=0.622,X=-0.917 Y=0.040
X=-5.714 Y=204.316 Z=141.671,X=-0.638 Y=-0.654 Z=-0.409,X=-0.915 Y=0.049
X=-3.452 Y=203.948 Z=139.434,X=-0.402 Y=-0.835 Z=0.386,X=-0.920 Y=0.059
X=0.000 Y=203.592 Z=139.211,X=0.000 Y=-0.984 Z=0.157,X=-0.931 Y=0.060
X=-0.000 Y=199.865 Z=114.906,X=0.000 Y=-0.992 Z=0.142,X=-0.933 Y=0.130
X=-0.000 Y=199.368 Z=110.352,X=0.000 Y=-0.780 Z=-0.630,X=-0.932 Y=0.144
X=-2.017 Y=199.402 Z=110.465,X=-0.528 Y=-0.654 Z=-0.535,X=-0.927 Y=0.142
X=-3.067 Y=200.071 Z=114.634,X=-0.551 Y=-0.803 Z=-0.220,X=-0.921 Y=0.132
X=-5.813 Y=200.385 Z=116.670,X=-0.717 Y=-0.646 Z=-0.252,X=-0.917 Y=0.125
X=-5.596 Y=204.053 Z=139.154,X=-0.614 Y=-0.465 Z=0.638,X=-0.913 Y=0.060
X=-5.523 Y=208.472 Z=138.304,X=-0.606 Y=0.661 Z=0.449,X=-0.896 Y=0.062
X=-3.452 Y=203.948 Z=139.434,X=-0.402 Y=-0.835 Z=0.386,X=-0.905 Y=0.055
X=-5.737 Y=205.183 Z=116.051,X=-0.709 Y=0.559 Z=-0.425,X=-0.901 Y=0.125
X=-3.405 Y=208.654 Z=138.525,X=-0.378 Y=0.921 Z=0.110,X=-0.890 Y=0.060
X=-3.027 Y=204.871 Z=114.039,X=-0.535 Y=0.717 Z=-0.449,X=-0.896 Y=0.132
X=-1.991 Y=204.259 Z=109.916,X=-0.528 Y=0.496 Z=-0.693,X=-0.894 Y=0.144
X=-2.017 Y=199.402 Z=110.465,X=-0.528 Y=-0.654 Z=-0.535,X=-0.907 Y=0.148
X=0.000 Y=204.258 Z=109.800,X=0.000 Y=0.583 Z=-0.811,X=-0.891 Y=0.147
X=-0.000 Y=199.368 Z=110.352,X=0.000 Y=-0.780 Z=-0.630,X=-0.904 Y=0.154
X=0.000 Y=205.148 Z=114.249,X=0.000 Y=0.984 Z=-0.165,X=-0.886 Y=0.133
X=-0.000 Y=208.920 Z=138.186,X=0.000 Y=0.984 Z=-0.157,X=-0.879 Y=0.062
X=0.000 Y=209.236 Z=140.267,X=0.000 Y=0.984 Z=-0.157,X=-0.878 Y=0.056
X=-3.610 Y=208.930 Z=140.394,X=-0.425 Y=0.780 Z=-0.457,X=-0.889 Y=0.053
X=-3.660 Y=204.260 Z=141.323,X=-0.402 Y=-0.890 Z=-0.197,X=-0.904 Y=0.050
X=0.000 Y=209.899 Z=144.345,X=0.000 Y=0.992 Z=-0.134,X=-0.874 Y=0.043
X=-5.714 Y=204.316 Z=141.671,X=-0.638 Y=-0.654 Z=-0.409,X=-0.903 Y=0.044
X=-3.660 Y=204.260 Z=141.323,X=-0.402 Y=-0.890 Z=-0.197,X=-0.903 Y=0.049
X=-3.609 Y=209.633 Z=144.243,X=-0.378 Y=0.898 Z=0.244,X=-0.884 Y=0.041
X=-5.635 Y=208.983 Z=140.737,X=-0.622 Y=0.488 Z=-0.614,X=-0.892 Y=0.048
X=-5.666 Y=209.363 Z=143.941,X=-0.638 Y=0.646 Z=0.417,X=-0.889 Y=0.041
X=-5.743 Y=204.940 Z=144.870,X=-0.646 Y=-0.449 Z=0.622,X=-0.898 Y=0.034
X=-3.662 Y=204.778 Z=145.267,X=-0.409 Y=-0.748 Z=0.520,X=-0.896 Y=0.030
X=-2.617 Y=210.082 Z=147.369,X=-0.496 Y=0.685 Z=0.535,X=-0.879 Y=0.034
X=-0.000 Y=210.107 Z=147.455,X=0.000 Y=0.803 Z=0.591,X=-0.873 Y=0.032
X=-2.655 Y=205.317 Z=148.422,X=-0.496 Y=-0.441 Z=0.748,X=-0.887 Y=0.023
X=0.000 Y=205.319 Z=148.514,X=0.000 Y=-0.535 Z=0.850,X=-0.880 Y=0.019
X=-2.800 Y=181.673 Z=161.792,X=-0.496 Y=-0.157 Z=0.858,X=-0.927 Y=0.033
X=-0.000 Y=181.707 Z=161.880,X=0.000 Y=-0.205 Z=0.976,X=-0.934 Y=0.032
X=0.000 Y=179.894 Z=159.220,X=0.000 Y=-0.866 Z=0.504,X=-0.934 Y=0.042
X=-3.866 Y=180.039 Z=158.934,X=-0.409 Y=-0.528 Z=0.748,X=-0.923 Y=0.041
X=0.000 Y=177.823 Z=155.416,X=0.000 Y=-0.882 Z=0.480,X=-0.931 Y=0.054
X=-3.869 Y=178.150 Z=155.289,X=-0.402 Y=-0.906 Z=0.126,X=-0.920 Y=0.053
X=-6.065 Y=180.062 Z=158.485,X=-0.638 Y=-0.205 Z=0.740,X=-0.917 Y=0.040
X=-6.040 Y=178.327 Z=155.608,X=-0.630 Y=-0.756 Z=-0.150,X=-0.915 Y=0.049
X=-3.651 Y=177.182 Z=153.564,X=-0.402 Y=-0.654 Z=0.646,X=-0.920 Y=0.059
X=0.000 Y=176.751 Z=153.485,X=0.000 Y=-0.874 Z=0.480,X=-0.931 Y=0.060
X=0.000 Y=164.539 Z=131.009,X=0.000 Y=-0.882 Z=0.465,X=-0.933 Y=0.130
X=-0.000 Y=162.437 Z=126.691,X=0.000 Y=-0.953 Z=-0.291,X=-0.932 Y=0.144
X=-2.141 Y=162.511 Z=126.789,X=-0.528 Y=-0.811 Z=-0.260,X=-0.927 Y=0.142
X=-3.255 Y=164.644 Z=130.650,X=-0.535 Y=-0.843 Z=0.071,X=-0.921 Y=0.132
X=-6.170 Y=165.672 Z=132.542,X=-0.717 Y=-0.701 Z=0.000,X=-0.917 Y=0.125
X=-5.920 Y=177.188 Z=153.250,X=-0.606 Y=-0.213 Z=0.764,X=-0.913 Y=0.060
X=-3.242 Y=169.132 Z=127.986,X=-0.551 Y=0.512 Z=-0.661,X=-0.896 Y=0.132
X=-2.141 Y=162.511 Z=126.789,X=-0.528 Y=-0.811 Z=-0.260,X=-0.907 Y=0.148
X=-5.884 Y=181.270 Z=150.691,X=-0.606 Y=0.772 Z=0.189,X=-0.896 Y=0.062
X=-3.651 Y=177.182 Z=153.564,X=-0.402 Y=-0.654 Z=0.646,X=-0.905 Y=0.055
X=-6.143 Y=170.154 Z=129.873,X=-0.709 Y=0.362 Z=-0.598,X=-0.901 Y=0.125
X=-3.627 Y=181.528 Z=150.838,X=-0.370 Y=0.906 Z=-0.213,X=-0.890 Y=0.060
X=-3.843 Y=182.460 Z=152.572,X=-0.433 Y=0.575 Z=-0.701,X=-0.889 Y=0.053
X=-3.869 Y=178.150 Z=155.289,X=-0.402 Y=-0.906 Z=0.126,X=-0.904 Y=0.050
X=-0.000 Y=167.019 Z=123.989,X=0.000 Y=0.236 Z=-0.969,X=-0.891 Y=0.147
X=-0.000 Y=162.437 Z=126.691,X=0.000 Y=-0.953 Z=-0.291,X=-0.904 Y=0.154
X=-2.133 Y=167.062 Z=124.104,X=-0.528 Y=0.197 Z=-0.827,X=-0.894 Y=0.144
X=-0.000 Y=169.478 Z=128.076,X=0.000 Y=0.874 Z=-0.488,X=-0.886 Y=0.133
X=-0.000 Y=181.673 Z=150.400,X=0.000 Y=0.874 Z=-0.480,X=-0.879 Y=0.062
X=0.000 Y=182.720 Z=152.329,X=0.000 Y=0.874 Z=-0.488,X=-0.878 Y=0.056
X=0.000 Y=184.812 Z=156.080,X=0.000 Y=0.890 Z=-0.465,X=-0.874 Y=0.043
X=-6.040 Y=178.327 Z=155.608,X=-0.630 Y=-0.756 Z=-0.150,X=-0.903 Y=0.044
X=-3.869 Y=178.150 Z=155.289,X=-0.402 Y=-0.906 Z=0.126,X=-0.903 Y=0.049
X=-3.838 Y=184.511 Z=156.081,X=-0.370 Y=0.921 Z=-0.079,X=-0.884 Y=0.041
X=-5.999 Y=182.633 Z=152.889,X=-0.622 Y=0.236 Z=-0.740,X=-0.892 Y=0.048
X=-6.024 Y=184.137 Z=155.889,X=-0.638 Y=0.748 Z=0.173,X=-0.889 Y=0.041
X=-6.065 Y=180.062 Z=158.485,X=-0.638 Y=-0.205 Z=0.740,X=-0.898 Y=0.034
X=-3.866 Y=180.039 Z=158.934,X=-0.409 Y=-0.528 Z=0.748,X=-0.896 Y=0.030
X=-2.779 Y=186.055 Z=158.968,X=-0.496 Y=0.827 Z=0.268,X=-0.879 Y=0.034
X=-0.000 Y=186.110 Z=159.042,X=0.000 Y=0.961 Z=0.283,X=-0.873 Y=0.032
X=-2.800 Y=181.673 Z=161.792,X=-0.496 Y=-0.157 Z=0.858,X=-0.887 Y=0.023
X=-0.000 Y=181.707 Z=161.880,X=0.000 Y=-0.205 Z=0.976,X=-0.880 Y=0.019
X=-2.610 Y=210.919 Z=146.765,X=-0.496 Y=-0.512 Z=0.701,X=-0.927 Y=0.033
X=-0.000 Y=210.913 Z=146.855,X=0.000 Y=-0.606 Z=0.795,X=-0.934 Y=0.032
X=0.000 Y=210.439 Z=143.797,X=0.000 Y=-1.000 Z=0.087,X=-0.934 Y=0.042
X=-3.596 Y=210.673 Z=143.614,X=-0.409 Y=-0.795 Z=0.449,X=-0.923 Y=0.041
X=0.000 Y=210.194 Z=139.664,X=0.000 Y=-1.000 Z=0.055,X=-0.931 Y=0.054
X=-5.607 Y=210.540 Z=140.043,X=-0.638 Y=-0.614 Z=-0.465,X=-0.915 Y=0.049
X=-5.639 Y=210.868 Z=143.239,X=-0.646 Y=-0.504 Z=0.575,X=-0.917 Y=0.040
X=-3.591 Y=210.517 Z=139.696,X=-0.409 Y=-0.874 Z=-0.276,X=-0.920 Y=0.053
X=-3.385 Y=210.380 Z=137.817,X=-0.402 Y=-0.866 Z=0.307,X=-0.920 Y=0.059
X=0.000 Y=210.049 Z=137.564,X=0.000 Y=-1.000 Z=0.063,X=-0.931 Y=0.060
X=-2.991 Y=208.778 Z=113.311,X=-0.559 Y=-0.780 Z=-0.291,X=-0.921 Y=0.132
X=-0.000 Y=208.551 Z=113.552,X=0.000 Y=-1.000 Z=0.047,X=-0.933 Y=0.130
X=-0.000 Y=208.467 Z=109.102,X=0.000 Y=-0.709 Z=-0.709,X=-0.932 Y=0.144
X=-1.966 Y=208.490 Z=109.215,X=-0.528 Y=-0.598 Z=-0.598,X=-0.927 Y=0.142
X=-5.673 Y=208.906 Z=115.313,X=-0.717 Y=-0.622 Z=-0.315,X=-0.917 Y=0.125
X=-5.487 Y=210.507 Z=137.553,X=-0.614 Y=-0.520 Z=0.591,X=-0.913 Y=0.060
X=-2.945 Y=213.554 Z=113.254,X=-0.528 Y=0.756 Z=-0.386,X=-0.896 Y=0.132
X=-5.584 Y=213.681 Z=115.226,X=-0.709 Y=0.606 Z=-0.370,X=-0.901 Y=0.125
X=-5.406 Y=214.922 Z=137.145,X=-0.606 Y=0.614 Z=0.504,X=-0.896 Y=0.062
X=-3.385 Y=210.380 Z=137.817,X=-0.402 Y=-0.866 Z=0.307,X=-0.905 Y=0.055
X=-3.332 Y=215.081 Z=137.378,X=-0.378 Y=0.906 Z=0.189,X=-0.890 Y=0.060
X=-3.535 Y=215.185 Z=139.230,X=-0.425 Y=0.819 Z=-0.386,X=-0.889 Y=0.053
X=-3.591 Y=210.517 Z=139.696,X=-0.409 Y=-0.874 Z=-0.276,X=-0.904 Y=0.050
X=-0.000 Y=215.373 Z=137.073,X=0.000 Y=1.000 Z=-0.063,X=-0.879 Y=0.062
X=-0.000 Y=215.497 Z=139.136,X=0.000 Y=1.000 Z=-0.071,X=-0.878 Y=0.056
X=-0.000 Y=213.809 Z=113.485,X=0.000 Y=1.000 Z=-0.079,X=-0.886 Y=0.133
X=-3.538 Y=215.529 Z=143.064,X=-0.378 Y=0.866 Z=0.323,X=-0.884 Y=0.041
X=-1.935 Y=213.320 Z=109.221,X=-0.528 Y=0.559 Z=-0.638,X=-0.894 Y=0.144
X=-0.000 Y=213.329 Z=109.110,X=0.000 Y=0.661 Z=-0.748,X=-0.891 Y=0.147
X=-1.966 Y=208.490 Z=109.215,X=-0.528 Y=-0.598 Z=-0.598,X=-0.907 Y=0.148
X=-0.000 Y=208.467 Z=109.102,X=0.000 Y=-0.709 Z=-0.709,X=-0.904 Y=0.154
X=0.000 Y=215.780 Z=143.189,X=0.000 Y=1.000 Z=-0.039,X=-0.874 Y=0.043
X=-2.567 Y=215.687 Z=146.173,X=-0.496 Y=0.630 Z=0.598,X=-0.879 Y=0.034
X=0.000 Y=215.704 Z=146.259,X=0.000 Y=0.748 Z=0.669,X=-0.873 Y=0.032
X=-0.000 Y=210.913 Z=146.855,X=0.000 Y=-0.606 Z=0.795,X=-0.880 Y=0.019
X=-2.610 Y=210.919 Z=146.765,X=-0.496 Y=-0.512 Z=0.701,X=-0.887 Y=0.023
X=-3.596 Y=210.673 Z=143.614,X=-0.409 Y=-0.795 Z=0.449,X=-0.896 Y=0.030
X=-5.554 Y=215.291 Z=142.744,X=-0.638 Y=0.606 Z=0.480,X=-0.889 Y=0.041
X=-5.639 Y=210.868 Z=143.239,X=-0.646 Y=-0.504 Z=0.575,X=-0.898 Y=0.034
